comment,created,author,extra_relation,update_type,ticket
was a test,2013-10-13 15:16:50.076560,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,cancel,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiptwUM
re-opening as a test,2013-10-29 15:35:38.253720,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,reopen,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiptwUM
,2013-10-29 15:35:44.479840,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiptwUM
,2013-10-29 16:55:25.590490,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,reopen,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiptwUM
"Hi, we have filed request with British Virgin Islands. It usually takes few days (sometimes few weeks) to get response. 
Best, Miranda ",2013-10-29 13:04:06.384860,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
"Hello,

researching briefly the connected people you listed this is what we found:
John George Bestman born in 1939 (Liberian)
Currently Board Member of Central Bank of Liberia
Director at African Gulf Plc (U.K.) from 2007 until 2009 when it was dissolved. It did not have any subsidiaries.
At that time directors were also:
Anthony Illingworth, Andrew James Cecil, Samuel Polypheus Jackson

Anthony Illingworth born in 1938 was a secretary (or director) in 11 other British companies involved in environmental and energy business, some of them with Liberia in the name of the company:
Resourcefin Strategies International Ltd, Commonwealth Gold Plc, Global Environmental Technologies Plc, Global Equilibrium Ltd, Global Environmental Management Systems Ltd, International Resource and Energy Corporation of Liberia Plc, African Gulf Energy Plc, Global Administrative Services Plc, International Finance Corporation of Liberia Plc, Age Oil Plc, African Gulf Plc

Andrew James Cecil born in 1944; (British) was a secretary (or director) in 11 other British companies all of which are dissolved.

Samuel Polypheus Jackson born in 1950; (British), was a director or a secretary in 7 other British companies all of which are dissolved.

In order to do more in-depth research of people we need some more information to help us identify them - we need date of birth, address any other information you have.
If you have such need please send us another request, we'll be happy to help.

Best,

Lejla
",2013-10-31 11:57:27.570820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
Requested information provided.,2013-10-31 12:03:14.768010,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
Adding database entry on Kamina Global,2013-10-31 12:21:01.862300,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,reopen,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
,2013-10-31 12:21:11.085460,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA4JcKDA,,entities_attached,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
,2013-10-31 15:20:16.752700,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
New information,2014-02-17 22:32:00.470640,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA99IIDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
"Thanks so much for this help. It was great to get the Kamina Global registration information, even if it says nothing about the owners and directors! Since making the request we have found some further information based on company registration documents in Liberia. This shines a bit more light on Subsea BV and points to a potential lead. 

The articles for registration for Liberian Forest Products Inc (LFPI) of November 2006 indicate that LFPI is a Liberian company owned by Tony Smith (50%) and A. Kanie Wesso (50%), who are both trustees for a new company to be formed, called Subsea BV. The sole LFPI director named in the document is Mark Slowen. The business registry document of August 2007, indicates that LFPI is a British owned company, 50% owned by Mark Slowen and 50% owned by Kanie Wesso (a Liberian lawyer who we assume is just a trustee for the real owners). No mention is made of Subsea BV in that document.  

Mark Slowen was also the CEO of SubSea Resources DMCC (Dubai Multi Commodities Centre), a company that acquired mineral rights in Liberia and then transferred them to another company called Ocean Botton Resources West Africa on November 26, 2008.

We attempted to contact Slowen by way of a telephone contact number found on the internet. A Liberian guy called Alex answered the phone, saying he is Mark Slowen's assistant. He said he would be meeting with Slowen in an hour and asked us to call him the next morning. Our local partner organisation then made several attempts to reach him, but he has not answered his phone. (+231 88 6454050)

Interestingly, there is a company in the UK named Subsea BV that is linked to the G4 Group of the UK. The G4 Group has several business interests in Liberia and is controlled by the notorious financial fraudster Lincoln Fraser. 

Fraser is described by Offshore Alert as a ""British conman who masterminded the $400 million Imperial Consolidated fraud"" which robbed thousands of pensioners and others of their savings when it went bankrupt in 2002. The Spanish and Israeli secret services suspected that Imperial Consolidated was working with global arms dealer Monzer Al Kassar to run guns to Osama Bin Laden through an Argentinian gold mining company set up by a close friend of President Carlos Menem and highly overvalued on Imperial Consolidated's books. Bankruptcy did not prevent Fraser from subsequently establishing ""a complex, multi-jurisdictional web of companies plastered with red flags."" A number of these Fraser controlled companies operate under his G4 Group-- ""a multi-national biotechnology, bioenergy and agricultural development and solution provider"". 

The G4 Group's Liberian subsidiary, G4 WAO Inc., exports rubber tree logs and holds a phosphate exploration concession covering 36,000 ha in Bopolu. According to the company website, G4 WAO “manages in excess of one million acres of the best crop growing conditions in the world” and has partnered with the International Crops Research Institute for the Semi-Arid-Tropics (ICRISAT) “to establish trial sites on various G4 farming enterprises in Liberia, Ghana and Kenya.""

We have so far been unable to uncover much information about Mark Slowen, who seems to be key in uncovering who the beneficial owners of Subsea BV and Kamina Global are. If you can help us to find more information about him, including what he is currently doing in Liberia, this would be deeply appreciated.

Also, any further information about Subsea BV would also be very useful.

Thanks again!",2014-02-17 22:53:48.955760,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICA99IIDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
"Hi Devlin,

I'm sorry that this response comes wit this long overdue but I hope you'll find some information here useful.

Mark Slowen (DOB: 1958-10-12) is former director of two British companies:
Crane Engineering Ltd and Powersource (GB) Ltd
Both companies were dissolved long time ago.
If you open a free account on duedil.com you'll be able to find more information on it there.

The records I attached are from Orbis database and please don't publish them.

Directors of these two companies at the same time were:

Neil Slowen (DOB: 1963-04-02) and Jennifer Mary Slowen (DOB: 1966-11-18). They had the same registered address.

I attached all the search results about directorships and shareholders' positions from Orbis for both of them.

Subsea BV could not be located anywhere yet. I understand that it can be in an offshore zone that is not covered by any of the general databases we have access to.
I did search in the online registry of Liberia and I didn't find it.
There are many other similar variations of this name worldwide but this exact one not.

Now, there is a company called Subsea 7 S.A. and I attached a profile from Lexis for you to look at. Please check if this is the one. If it is, than you'll see that it is operated in many countries:  Luxemburg, the United Kingdom, Norway, Nigeria, Angola etc.

Wish you the best of luck with your research!

Lejla Camdzic
",2014-03-14 15:49:12.706650,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
"Hi Devlin,

I have some files which I sent to you earlier and I'll attach them here now so that we have all the related files in one place.
And I believe that we can close this request now as no new information is available. But you can reopen it later on if you need to.

Best,

Lejla Camdzic",2014-04-30 07:33:50.535440,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
,2014-04-30 07:35:16.458290,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBj5wwYM
"Do you know anything about him, his activities.

Thank for your help.",2013-10-23 21:31:02.932510,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgIDAnIIKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBipxFQM
"Hi, we need additional information to be able to proceed. Please file request information about person request and provide all information that is required there. We will then try to help you.

Best, Miranda ",2013-10-29 13:17:25.529220,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBipxFQM
Information provided isn't insufficient to answer request. ,2013-10-30 12:55:23.687810,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,cancel,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBipxFQM
"Hi Muz, did you go through all of the company's annual reports? There is a lot of information posted on their web site: http://www.angloamerican.com/investors/reports/2013rep.aspx 
Bermuda registry does not collect information about shareholders. ",2013-10-31 16:50:45.858760,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiJmVgM
"Hi Miranda, the company was subject to disclosure exemptions for its first few decades of existence, so annual reports can only tell part of the story. However, if the directorship details are not held or easily accessible by Bermuda's registry, I think we will have to abandon our request. Many thanks, MH",2014-02-03 11:11:40.762230,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGIHrBgw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiJmVgM
"Hello Murray,

as Miranda said, info on shareholders is not available from Bermuda.
However, records on directors could be. We got it once. Although it is not a must for the registry to have this info on every company.
This process can be lengthy and can cost up to US$ 50.
Would your organization be willing to cover the cost of these records?

Best,

Lejla Camdzic
Researcher",2014-02-08 12:03:04.771370,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiJmVgM
"All currently available information provided. Murray, you can reopen the request at any time.",2014-03-11 12:23:27.719170,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDgsSBlRpY2tldBiJmVgM
"Hi, you have provided too little information to be able to answer request. Please modify the request and provide all requested information. 
Thanks. ",2013-10-29 13:10:58.259510,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJ8KMBDA
Information provided isn't insufficient to answer request. ,2013-10-30 12:54:10.387470,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,cancel,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJ8KMBDA
"Hi, I would really like to help you, but your question is outside of our field of expertise. Maybe you can contact police.

Best and good luck.

Miranda ",2013-10-29 13:15:05.327400,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZvqQBDA
,2013-10-30 12:54:51.553410,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,cancel,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZvqQBDA
"Hi, just to confirm, you have pulled all the records from Hong Kong. Do you have his date of birth? Residence? Best, Miranda 
",2013-10-30 09:41:10.252820,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZr6kBDA
"Hello Diana,

first of all, I hope that you'll find some of this stuff useful for your research. You can find a summary of it in the file HKND Group - Response overview.
The Cayman Island registry does not collect information on directors and shareholders, only agents have that information and it's not in their interest to disclose it of course.

As you'll see - we've found a company HK Nicaragua Canal Development Investment Co in Hong Kong and we've obtained the original records for it. In one of them you'll find Wang Jong's personal Chinese ID number and it contain's his DOB which is very useful for the future research.
However, he's no longer the owner of this company. The shares were transferred to a company that appears only to have the Chinese name. Some of our associates transliterated it for us and it should be either:
Beijing Dayang Xinhe Touzi Guanli Youxian Gongsi
or
Beijing Dayang New River Investment Management Limited (also referred to as Ocean New River in the media reports on the Ukrainian project)
Our associates also found a lot about it online in Chinese and a lot of it showed that Wang Jing is 100% owner if this company and that it was registered in September 2012. Unfortunately, we don't have the original company records for this.

Wang Jing also started a project in Ukraine in December and met with President Yanukovich. That I'm sure you found out yourself.
Media there mentioned more companies and local registry of Ukraine might reveal more. Perhaps some colleagues from Ukraine would be a good resource for you.

As far as determining where Jing got his money and if he has the expertise - that part is very difficult to document.

This is all we can offer at the moment. We've searched all the general databases we have access to and all other places that  can be searched by personal name.
If you have some new information and need help with something else, just let us know.

Best,

Lejla",2014-01-15 14:35:22.112610,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZr6kBDA
"Hello Lejla,

Thanks so much for your help on this. This is all good information, that will help us dig further. I'm having trouble, however, opening the attachment on your website. Is it possible for you to resend as an email attachment?

We did receive information that the company may be a front for the Chinese government. Does anything that you found point to this being the case? Is there any avenue we can pursue to discern whether or not this is true?

A million thanks for your help, and best regards,

Diana. ",2014-01-15 15:37:59.822100,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGImVBgw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZr6kBDA
All available records provided.,2014-01-20 12:09:50.340590,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjZr6kBDA
"Hi Arta,

do you need a separate research of the name Erik Teilan? If so, can you please check it? He doesn't show up in any records.
A Latvian named Ēriks Teilāns however does show up. Could it be him?

Thanks!

Lejla",2013-10-31 13:13:21.625250,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5rbQBDA
"Hi Arta,

unfortunately we were not able to identify where Radley Invescom Ltd is registered. They did not specify it in the U.K. files.
How important is this for you? If it's really significant we can keep trying to find it in the following period.

Best,

Lejla",2013-10-31 15:43:33.367740,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5rbQBDA
"My hero is Ēriks Teilāns, yes. Did You see this name in any records?",2013-11-01 08:42:31.912520,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgIDAvKwKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5rbQBDA
"Hi Arta,

if you'd like us to search for Eriks Teilans separately, you need to file a separate request and fill in as many details as you know about him. Also, please fill in the information you already know about him, it will speed up the process.

Thank you!

Best,

Lejla
",2013-11-01 10:14:31.403260,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5rbQBDA
Information provided ,2013-11-01 14:29:02.961930,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBj5rbQBDA
"Hi,  we can only help with looking up company records. Good luck with your research.
Best, Miranda ",2013-12-23 22:31:50.252430,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3r4BDA
,2013-12-23 22:31:50.829350,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiJ3r4BDA
"Hi,
Unfortunately we are only able to help look up company records. 
Good luck with your research.
Best, Miranda ",2013-12-23 22:32:49.501140,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZrL8BDA
,2013-12-23 22:32:50.062990,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyFAsSC1VzZXJQcm9maWxlGPn4mwEM,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBiZrL8BDA
"Obvious mistake in names - had difficulty in competing that as the screen kept jumping up. Beny Steinmetz, Isabel dos Santos of course. What I need is a total webscrape of every register for Luminar.",2013-11-02 21:53:15.755660,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGOqwHAw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJlsEBDA
,2014-01-21 14:28:54.739540,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJlsEBDA
"Hi John,

Luminar Finance was not found as a registered company in Israel.
A company with the same name was found in India.
I am sending you an overview from Orbis and Lexis/Nexis. These are worldwide general databases and we ask you not to publish these documents because they rely on the information from information providers, not necessarily on the original company records.

Luminar finance was also found in UK. This company is going through the insolvency procedures since 2011.
It is owned by Luminar Group Holdings PLC which is an investment fund holding funds from dozens of other holding companies, banks' investment divisions etc.

Researching the list of the individuals who might be connected to the background that you described is a more complicated process and would require their dates of births, addresses, personal IDs, possible associates and connections etc.

Best,

Lejla Camdzic
Researcher",2014-01-21 14:33:00.339650,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJlsEBDA
"Hi Leyla

Fantastic - nearly forgot about this request I had filed. No, this is for background to an article I have been planning for a while on Israel’s hidden hand in African conflicts. 
But I will need to do a lot more work on this… will be in touch, and thanks again.


cheers
John G",2014-01-23 14:21:48.590180,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyEwsSC1VzZXJQcm9maWxlGOqwHAw,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJlsEBDA
All currently available information provided.,2014-01-23 14:35:46.582890,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,close,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjJlsEBDA
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 13:08:49.523370,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 13:09:20.744100,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 13:12:52.853400,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
"Dear Ahmed,

I realize your request is pretty old.
We did not forget about it. 
We did some research but I assume you did some work over the last few months and this info could be outdated for you.

Investigative Dashboard is a tool intended for investigative reporters who are trying to prove some wrongoings or expose corruption and organized crime activities.
We cannot do reporting an try to figure out if a story exists or not.

Al-Bukhary family empire is indeed huge and if you were trying to prove or expose some wroindoings of family members or companies that belong to this network, we would be more than willing to help, this is what our purpose is.

For this, we would expect to get a specific question or a request regarding a specific company ownership or to check if some individual owns a company somewhere.

I will close your request, but if you have some more specific question (not determining everything that belongs to a family empire) please feel free to file a separate request and we'll get to it.

The attached files are just a selection from thousands of results from the global databases that we accessed and please don't publish these as the information they contain are not official company records and they can be out of date.

Most of the companies are in Malaysia, where you are more likey to have access to information than we are.

We wish you the best of luck.

Lejla Camdzic
Researcher",2014-02-08 13:38:11.397910,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyGAsSC1VzZXJQcm9maWxlGICAgICAyqAKDA,,update,ah5zfmludmVzdGlnYXRpdmUtZGFzaGJvYXJkLXByb2RyDwsSBlRpY2tldBjpssIBDA
