blog_post,government_db,registration_required,video_url,url,country,db_type,agency,paid,notes
,True,False,,https://www.ic.gc.ca/app/scr/cc/CorporationsCanada/fdrlCrpSrch.html?locale=en_CA,CA,business,Industry Canada,False,Database of federal corporations
,True,False,,http://www.idx.co.id/Home/ListedCompanies/CompanyProfile/tabid/89/language/en-US/Default.aspx,ID,business,Indonesia Stock Exchange,False,Available: list of issuers and reports for some companies
,True,False,,http://www.fujairahfreetradezone.com/appdir/company-listing.php,AE,business,Fujairah Ali Freezone,False,Available: directory of clients
,True,False,,https://nvsos.gov/sosentitysearch/,US,business,Nevada Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.arbk.org/en/Home,KV,business,Kosovo Business Registration Agency,False,"Available: search by company name, company number or owners personal ID"
,True,False,,https://www.nzx.com/markets/NZSX,NZ,business,New Zealand Stock Exchange,False,Available: list of all issuers and company reports
,True,True,,http://www.boe.es/buscar/index.php?lang=en,ES,gazette,Boletín Oficial del Estado,False,Available: notifications about company changes
,False,False,,http://russianpartner.biz/,RU,business,Enquiry Service of Legal Entities,True,Available: purchase of more detailed company profiles
,True,False,,http://stori.fsma.be/Pages/Search.aspx?PageID=d393a9bc-82b0-40ad-b8d2-6a89f70e46fe,BE,regulatory,Financial Services and Markets Authority,False,Available: list of issuers
,True,False,,http://www.ccichonduras.org/index.php/registro-mercantil,HN,business,Registro Mercantil,False,No data available online
,True,False,,http://www.kemendag.go.id/en/perdagangan-kita/company-directory/data-center-collection/,ID,business,Ministry of Trade,False,Available: basic company information
,True,False,,https://www.nebraska.gov/sos/corp/corpsearch.cgi,US,business,Nebraska Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://kepler.sos.ca.gov/,US,business,California Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,https://apps.nd.gov/sc/busnsrch/busnSearch.htm,US,business,North Dakota Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,https://www.unternehmensregister.de/ureg/?submitaction=language&language=en,DE,business,Company Register,True,Available: detailed company information with original documents for some
,True,True,,https://efiling.drcor.mcit.gov.cy/DrcorPublic/Error.aspx?code=b0&lang=EN,CY,business,Department of Registrar of Companies and Official Receiver,True,"Available: search by company name and number, provides detailed historical company information. Internet Explorer needed"
,True,False,,http://www.mcsd.com.eg/mcdr/english/company.aspx?kindid=5,EG,business,Central Clearing Depository and Registry,False,A whole listing of issuers
,True,False,,https://www.shab.ch/shabforms/COMMON/application/applicationGrid.jsp?newLanguage=EN,CH,gazette,Swiss Official Gazette,False,Available: information about company changes
,True,True,,http://rncenlinea.snc.gob.ve/reportes/consulta_publica?p=1,VE,business,National Procurement Service,False,Available: a directory of government procurements
,True,False,,http://kbopub.economie.fgov.be/kbopub/zoekwoordenform.html?lang=fr,BE,business,Banque-Carrefour des Entreprises,False,"Available: Company's Number, Incorporation date, Public name, Address of Headquarters, Contact information, Company type, "
,False,True,,http://www.eurodb.be/scriptsPublic/arianeweb.dll/e/m_mkt_rech,BE,commercial,B-information,True,"Available for purchase: extended legal file, credit report, annual accounts"
,True,False,,http://www.csx.com.ky/,KY,business,Cayman Islands Stock Exchange,False,Available: list of issuing companies (with links to their websites)
,True,False,,http://www.cdvm.gov.ma/,MA,business,Conseil Déontologique des Valeurs Mobilières,False,Available: list of issuers with basic company information
,True,False,,https://gcis.nat.gov.tw/pub/cmpy/cmpyInfoListAction.do,TW,business,Department of Commerce,False,"Available: only in Chinese (traditional Han), a search by name, English name, address or number"
,True,False,,http://www.tse.or.jp/english/,JP,business,Tokyo Stock Exchange,False,Available: all listed companies and basic information
,True,False,,http://kurse.boersenag.de/anleihen/emittenten,DE,business,Hamburg-Hannover Stock Exchange,False,Available: list and basic information of all issuers
,True,False,,http://www.nse.or.jp/e/index.html,JP,business,Nagoya Stock Exchange,False,Available: all listed companies and basic information
,True,True,,http://www.ebr.org/,GLOBAL,business,European Business Registry,True,
,True,False,,http://www.dleg.state.mi.us/bcs_corp/sr_corp.asp,US,business,Michigan Dept. of Licensing and Regulatory Affairs,False,Available: search for company name or number with basic company information
,True,False,,http://bse.hu/topmenu/members/listofmembers,HU,business,Budapest Stock Exchange,False,Available: list of issuers and basic company information
,True,False,,http://www.ccima.net/annuaire_fr.php,CM,business,"Ministry of Industry, Mining and Crafts ",False,Some information available at request
,True,True,,http://www.cnmv.es/Portal/Consultas/BusquedaPorEntidad.aspx,ES,business,Comisión Nacional del Mercado de Valores,True,Available: detailed company information for fees between 2 and 9 Euros; All the information this public organization collects is then published in BORME - the official bulletin of the Registro Mercantil
,True,False,,http://www.montenegroberza.com/code/navigate.asp?Id=87,ME,business,Montenegro Stock Exchange,False,Available: financial reports of traded companies
,True,False,,http://www.bseindia.com/,IN,business,Bombai Stock Exchange,False,Available: list of issuers and reports for some companies
,False,False,,https://www.bolagsverket.se/ol/other/engelska-1.8229,SE,commercial,Bolagsverket,True,Available: purchase of more detailed company profiles
,True,False,,http://www.dgr.gub.uy/,UY,business,General Directorate of Registries,False,No online search is avalable but information could be obtained at request
,True,False,,http://www.dfsa.dk/en/Tal-og-fakta/Virksomheder-under-tilsyn/VUT-database.aspx,DK,business,Ministry of Business and Growth - FSA,False,
,True,True,,"http://www.ciregistry.gov.ky/portal/page?_pageid=3521,6697230&_dad=portal&_schema=PORTAL",KY,business,Cayman Islands General Registry,True,Search and basic company information only available for registered users
,True,False,,http://www.stockex.co.tt/controller.php?action=listed_companies,TT,business,Trinidad and Tobago Stock Exchange,False,Available:a list of issuers with basic company information
,True,False,,http://commerce.alaska.gov/CBP/Main/SearchInfo.aspx,US,business,"Alaska Dept. of Commerce, Community, and Economic Development",False,Available: search for company name or number with basic company information
,True,False,,https://www.sos.mo.gov/BusinessEntity/soskb/csearch.asp,US,business,Missouri Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.nseindia.com/,IN,business,National Stock Exchange of India,False,Available: list of issuers and reports for some companies
,True,False,,http://www.sunarp.gob.pe/RelacionS_01.asp,PE,business,National Superindendency of Public Registries,False,Available: search by name and basic company information
,True,True,,http://www.ticaretsicil.gov.tr/english/,TR,gazette,Turkish Trade Registry Gazette,False,
,True,False,,http://www.ejustice.just.fgov.be/tsv/tsvf.htm,BE,business,Service Public Fédéral Justice,False,"Available: for some companies there are images of documents available. For example: announcements of changes in the structure of the company, addresses, key personnel etc."
,True,False,,http://e-government.ge/index.php?lang=4&id=-1&p=start&page=1,GE,business,Electronic Governmental Resources,False,"Available: cadastral data, company status, birth and death certificates, other citizen affairs related documents"
,True,False,,http://www.set.or.th/en/company/companylist.html,TH,business,Stock Exchange of Thailand,False,Available: basic information about listed issuers
,True,False,,http://www.iab.gov.tr/members.asp,TR,business,Istanbul Precious Metals and Diamond Market,False,Available:a list of all authorised companies with basic company information
,True,False,,http://www.concord-sots.ct.gov/CONCORD/online?sn=InquiryServlet&eid=99,US,business,Connecticut Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.kase.kz/en/emitters,KZ,business,Kazakhstan Stock Exchange,False,Available: list of issuers with basic company information
,True,False,,http://www.orsr.sk/default.asp?lan=en,SK,business,Ministry of Justice - Business Register,False,"Available: search by company name, registration number, name of a person, with basic company information"
,True,False,,http://www.secp.gov.pk/ns/index.asp,PK,business,Securities and Exchange Commission of Pakistan,False,Available: search by name and basic company information
,True,False,,http://www.qkr.gov.al/nrc/Kerko_Per_Subjekt.aspx,AL,business,National Registration Center,False,"Available: historic company extract, current company extract, some original documents"
,True,False,,http://onapi.gob.do/,DO,business,Ministry of Industry and Commerce - ONAPI,False,Some information can be obtained by mailing a request directly to the Office of Free Access to Information
,True,False,,http://www.rgd.gov.gh/en/customer-service/online-registration.php,GH,business,Registrar General's Department,False,No online search is available yet.
,True,False,,https://app.sos.ky.gov/ftsearch/,US,business,Kentucky Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://mersis.gumrukticaret.gov.tr/Mersis/%C5%9EirketSorgulama.aspx,TR,business,Central Registration System,False,
,True,False,,http://havarot.justice.gov.il/,IL,business,Israely Corpration Authority,False,Available: search by company name to find the company number needed for futher research
,True,True,,http://www.afza.gov.ae/en/index.php?option=com_content&view=article&id=193&Itemid=267,AE,business,Ajman Free Zone Authority,False,
,True,False,,http://www.isa.gov.il/Default.aspx?Site=ENGLISH&id=-17,IL,business,Israel Securities Authority,False,Available: list of issuers with basic company information
,True,False,,http://www1.biznet.hr/HgkWeb/do/language?lang=en_GB,HR,business,Chamber of Commerce Company Registry,False,"Available: search by number and by name, with detailed company information."
,True,True,,https://apps.isc.ca/CobraWeb/CobraLogin.asp,CA,business,Information Services Corp. of Saskatchewan,True,
,True,False,,http://www.sedar.com/homepage_en.htm,CA,business,Canadian Securities Regulators,False,Available: public securities documents
,True,False,,http://www.bsse.sk/bcpben/MainPage/tabid/104/language/en-US/Default.aspx,SK,business,Bratislava Stock Exchange,False,"Available: a list of issuers, basic company information and financial reprots for some"
,True,False,,https://www.sos.ok.gov/corp/corpInquiryFind.aspx,US,business,Oklahoma Secretary of State,False,Available: search for company name or number with basic company information
,False,True,,http://www.ciela.net/products.aspx?lang=en&prodID=22,BG,commercial,Ciela Norma,True,Available: active legislation in Bulgaria and government gazette
,True,False,,http://www.cssf.lu/en/supervised-entities/,LU,business,Commission for Surveilance of Financial Sector,False,Available: listo of supervised entities
,True,True,,https://www.roc.gov.bm/roc/rocweb.nsf/roc?OpenFrameSet,BM,business,Bermuda Registrar of Companies,True,Available: search and company records at request
,True,True,,https://ourcpa.cpa.state.tx.us/coa/Index.html,US,business,Texas Comptroller of Public Accounts,False,Available: search for company name or number with basic company information
,False,False,,http://opencorporates.com/,GLOBAL,business,Open Corporates,False,Available: search by company name or company's official. Results list all the places where a company with a specific name is registered and a link to the relevan registry.
,True,False,,http://rocsupport.mfsa.com.mt/pages/SearchCompanyInformation.aspx,MT,business,Malta Financial Services Authority,False,"Available: Company name, ID number, address, location"
,True,False,,http://www.ukrse.kiev.ua/eng/,UA,business,Ukrainian Stock Exchange,False,Available: a list of members and basic issuers information
,True,True,,http://www.cvr.dk/Site/Forms/CMS/DisplayPage.aspx?pageid=21,DK,business,Central Business Registry - CVK,False,Available: search by personal and company name with detailed results
,True,False,,http://www.siger.gob.mx/,MX,business,Secretariat of Economy,False,Available: list of all state and municipal commercial registries which do not provide online searches
,True,False,,http://www.lursoft.lv/database_of_all_companies_registered_in_Latvia.html,LV,business,Lursoft,True,Available: detailed company information
,True,False,,http://www.blberza.com/Pages/Default.aspx,BA,business,Banja Luka Stock Exchange,False,Available: financial reports of issuers
,True,False,,http://en.wienerborse.at/investors/listedcompanies/,AT,business,Vienna Stock Exchange,False,"Available: company registration number, UID number, names of representatives, date of incorporation, sales, number of employees "
,True,False,,https://www.cyberdriveillinois.com/departments/business_services/corp.html,US,business,Illinois Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.ccit.tg/,TG,business,Chamber of Commerce and Industry,False,No online search is available.
,True,False,,http://www.sec.gov.rs/index.php?option=com_content&task=category&sectionid=7&id=17&Itemid=56,RS,business,Securities Commission,False,"Available: Broker-Dealer Companies, Authorised Banks, Custody Banks, Investment Fund Management Companies, Investment Funds"
,False,False,,http://www.nyse.com/bonds/nysebonds/1176331077609.html,US,business,NYSE Euronext,False,Available: list of bonds and detailed information about them
,True,False,,http://www1.touki.or.jp/gateway.html,JP,business,Ministry of Justice Registry,False,Available only in Japanese
,True,False,,http://www.gse.ge/Stocks/Issues.htm,GE,business,Georgian Stock Exchange,False,"Available in English and Georgian, offers information and reports of issuers"
,True,False,,http://www2.sos.state.oh.us/pls/bsqry/f?p=100:1:0:::::,US,business,Ohio Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.bahrainbourse.net/bhb/default.asp?language=en,BH,business,Bahrain Stock Exchange,False,Available: financial reports of listed companies
,True,True,,http://egr.gov.by/egr/,BY,business,Ministry of Justice of the Republic of Belarus,False,Available: legislation and specific companies information. Available only in Belarusian/Russian 
,True,False,,http://ucc.state.ri.us/CorpSearch/CorpSearchInput.asp,US,business,Rhode Island Secretary of State,False,Available: search for company name or number with basic company information
,False,True,,http://www.dnb.com/,GLOBAL,business,Dun & Bradstreet,True,
,True,False,,http://www.curacao-chamber.cw/services/registry/search-company,CW,business,Chamber of Commerce and Industry,False,Available: basic company information. More detailed information is avalable at request
,True,False,,http://www.accessidaho.org/public/sos/corp/search.html,US,business,Idaho Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,http://www.bolsar.com/VistasDL/PaginaPrincipal.aspx,AR,business,Buenos Aires Stock Exchange,False,Offers quite detailed company information
,True,False,,http://portal.justice.cz/Justice2/uvod/uvod.aspx,CZ,business,Ministry of Justice Official Registry,False,"Seacrh by company name, by personal name; Available: detailed historical company information and original documents"
,True,False,,https://www.orcjamaica.com/search/viewdocuments.asp,JM,business,Office of the Registrar of Companies,True,Available: company search and original documents
,True,False,,https://sos.iowa.gov/search/business/(S(k0soxffnslki2tbo44kxg545))/search.aspx,US,business,Iowa Secretary of State,False,Available: search for company name or number with basic company information
,True,False,,https://www.portaldaempresa.pt/CVE/Services/Online/Pedidos.aspx?service=PNS,PT,business,Government of Portugal,False,
,False,False,,http://www.doingbusiness.org/,GLOBAL,business,Doing Business,False,Describes and presents in a comprehensive way business regulation environments across economies 
,False,True,,http://www.disclosure.ru/datacapital_tools/extsearch.jsp,RU,business,disclosure.ru,True,Available: financial reports
,True,False,,http://www.companies.gov.to/cms/banner_template/CNAME,TO,business,Companies Office,False,Available: search by company name or number with basic company information
,True,False,,http://emops.twse.com.tw/emops_all.htm,TW,business,Market Observation Post System,False,Available: basic information about listed issuers
,True,False,,https://www.pxw2.snb.ca/card_online/cardsearch.aspx,CA,business,Corporate Affairs Registry,False,Available: basic information on companies from New Brunswick
,True,False,,https://www.jerseyfsc.org/registry/documentsearch/,GB,business,Jersey Financial Services Comission,True,Available: detailed company information
,False,True,,https://www.infoland.no/portal/infoland/,NO,commercial,Infoland.no,True,"Available: cadastral, company, due dilligence and other information"
,True,True,,http://ecom.gov.il/Counter/alternative/cde/CdeInputPage.aspx?counter=20&catalog=1&category=companyextract&language=he,IL,business,Registrar of Companies,True,Available: search only by company number with detailed company information available
,True,False,,http://www.governo.gov.ao/,AO,business,Government of Angola,False,"Government agencies, ministries and their jurisdiction"
,True,False,,http://www.venexport.com/index2-es.html,VE,business,Directory of Exporters,False,Available: a directory of exporting companies
,True,False,,http://www.business.gov.ph/web/guest/search,PH,business,Philippine Business Registry,False,Available: search by name and basic company information
,True,False,,http://www.sebi.gov.in/sebiweb/,IN,business,Securities and Exchange Board of India,False,Available: list of issuers and basic company information
,True,False,,https://www.infogreffe.fr/societes/,FR,business,Registry of Commerce and Companies,True,"Available: detailed company information and search by company name, number or director's name"
,True,False,,http://www.gibraltarchamberofcommerce.com/members-directory/,GI,business,Gibraltar Chamber of Commerce,False,Available: comapny name
,True,False,,http://www.hfza.ae/en-us/directory.aspx,AE,business,Hamriyah Freezone Authority,False,Available: directory of registered companies
,True,False,,http://www.cimoney.com.ky/search/searchforentity.aspx,KY,business,Cayman Islands Monetary Authority,False,Available: a list of all licenced entities
,True,False,,http://www.gov.pe.ca/corporations/index.php,CA,business,Prince Edward Island Government,False,Available: basic information on companies from Prince Edward Island
,True,False,,http://www.pse.cz/Members.aspx,CZ,business,Prague Stock Exchange,False,Available: exchange members list
,True,False,,http://www.crhov.rs/index.cfm?Opcija=1&jezik=en,RS,business,Central Securities Depository and Clearing House,False,Available: lists of issuers and company reports
